step,env_id,time_s,dropped,drop_prob
234,2,2.34,0,0.0177
234,3,2.34,0,0.0875
234,4,2.34,0,0.1966
234,5,2.34,1,0.2778
234,6,2.34,0,0.1869
234,7,2.34,0,0.1563
235,0,2.35,0,0.0724
235,1,2.35,0,0.2672
235,2,2.35,0,0.0288
235,3,2.35,1,0.1413
235,4,2.35,0,0.2739
235,5,2.35,0,0.2346
235,6,2.35,0,0.1581
235,7,2.35,0,0.1873
236,0,2.36,1,0.1579
236,1,2.36,0,0.215
236,2,2.36,0,0.1236
236,3,2.36,0,0.265
236,4,2.36,0,0.1573
236,5,2.36,0,0.0226
236,6,2.36,0,0.1094
236,7,2.36,0,0.1413
237,0,2.37,0,0.2537
237,1,2.37,0,0.1395
237,2,2.37,0,0.158
237,3,2.37,0,0.0362
237,4,2.37,0,0.0382
237,5,2.37,0,0.1974
237,6,2.37,0,0.0302
237,7,2.37,0,0.2397
238,0,2.38,0,0.2863
238,1,2.38,1,0.1151
238,2,2.38,0,0.0558
238,3,2.38,0,0.0313
238,4,2.38,0,0.0856
238,5,2.38,0,0.1726
238,6,2.38,0,0.2919
238,7,2.38,0,0.0284
239,0,2.39,0,0.0097
239,1,2.39,0,0.285
239,2,2.39,0,0.1332
239,3,2.39,0,0.1067
239,4,2.39,1,0.1574
239,5,2.39,0,0.195
239,6,2.39,0,0.2723
239,7,2.39,0,0.1235
240,0,2.4,0,0.0324
240,1,2.4,0,0.0117
240,2,2.4,0,0.0111
240,3,2.4,0,0.2243
240,4,2.4,0,0.1932
240,5,2.4,0,0.2035
240,6,2.4,0,0.0788
240,7,2.4,0,0.1978
241,0,2.41,0,0.0173
241,1,2.41,0,0.0039
241,2,2.41,0,0.1101
241,3,2.41,0,0.0772
241,4,2.41,0,0.2269
241,5,2.41,1,0.1907
241,6,2.41,0,0.1723
241,7,2.41,0,0.0493
242,0,2.42,1,0.0873
242,1,2.42,0,0.1055
242,2,2.42,0,0.2424
242,3,2.42,1,0.2398
242,4,2.42,0,0.1997
242,5,2.42,1,0.0877
242,6,2.42,0,0.1087
242,7,2.42,0,0.1423
243,0,2.43,1,0.1216
243,1,2.43,0,0.0355
243,2,2.43,0,0.1198
243,3,2.43,0,0.1285
243,4,2.43,0,0.023
243,5,2.43,0,0.2062
243,6,2.43,0,0.2618
243,7,2.43,0,0.0866
244,0,2.44,0,0.0368
244,1,2.44,0,0.2121
244,2,2.44,1,0.2582
244,3,2.44,0,0.1271
244,4,2.44,0,0.0674
244,5,2.44,0,0.2056
244,6,2.44,0,0.0188
244,7,2.44,0,0.1456
245,0,2.45,1,0.1763
245,1,2.45,0,0.2155
245,2,2.45,0,0.1141
245,3,2.45,1,0.0816
245,4,2.45,1,0.0996
245,5,2.45,1,0.1471
245,6,2.45,0,0.2058
245,7,2.45,0,0.2687
246,0,2.46,1,0.2774
246,1,2.46,0,0.235
246,2,2.46,0,0.2676
246,3,2.46,1,0.188
246,4,2.46,1,0.2978
246,5,2.46,0,0.1196
246,6,2.46,0,0.0999
246,7,2.46,1,0.2819
247,0,2.47,0,0.124
247,1,2.47,0,0.0422
247,2,2.47,0,0.0228
247,3,2.47,1,0.2457
247,4,2.47,0,0.1006
247,5,2.47,0,0.0164
247,6,2.47,0,0.2921
247,7,2.47,0,0.1692
248,0,2.48,0,0.0147
248,1,2.48,0,0.0178
248,2,2.48,0,0.2566
248,3,2.48,0,0.2884
248,4,2.48,0,0.177
248,5,2.48,0,0.2432
248,6,2.48,0,0.0029
248,7,2.48,0,0.2796
249,0,2.49,0,0.0752
249,1,2.49,1,0.0915
249,2,2.49,0,0.0691
249,3,2.49,0,0.0446
249,4,2.49,0,0.2376
249,5,2.49,0,0.2283
249,6,2.49,0,0.1668
249,7,2.49,0,0.2107
250,0,2.5,0,0.0253
250,1,2.5,0,0.2828
250,2,2.5,0,0.0852
250,3,2.5,0,0.0973
250,4,2.5,0,0.2263
250,5,2.5,0,0.0591
250,6,2.5,0,0.2222
250,7,2.5,1,0.238
251,0,2.51,0,0.2642
251,1,2.51,0,0.1382
251,2,2.51,0,0.0581
251,3,2.51,0,0.1089
251,4,2.51,0,0.0344
251,5,2.51,0,0.2176
251,6,2.51,0,0.1876
251,7,2.51,0,0.2549
252,0,2.52,0,0.2596
252,1,2.52,0,0.0608
252,2,2.52,0,0.2722
252,3,2.52,0,0.2413
252,4,2.52,1,0.2476
252,5,2.52,0,0.1228
252,6,2.52,0,0.0506
252,7,2.52,0,0.0686
253,0,2.53,0,0.0117
253,1,2.53,0,0.1046
253,2,2.53,0,0.1154
253,3,2.53,0,0.0829
253,4,2.53,0,0.2137
253,5,2.53,0,0.0245
253,6,2.53,0,0.023
253,7,2.53,0,0.0382
254,0,2.54,0,0.299
254,1,2.54,1,0.2879
254,2,2.54,0,0.006
254,3,2.54,0,0.0411
254,4,2.54,0,0.1099
254,5,2.54,0,0.2323
254,6,2.54,0,0.2358
254,7,2.54,0,0.1197
255,0,2.55,0,0.2292
255,1,2.55,0,0.2658
255,2,2.55,0,0.1135
255,3,2.55,0,0.1022
255,4,2.55,0,0.092
255,5,2.55,1,0.2929
255,6,2.55,0,0.0081
255,7,2.55,0,0.1673
256,0,2.56,0,0.0807
256,1,2.56,0,0.0071
256,2,2.56,0,0.2706
256,3,2.56,0,0.2734
256,4,2.56,0,0.1737
256,5,2.56,0,0.1003
256,6,2.56,1,0.2953
256,7,2.56,0,0.2353
257,0,2.57,1,0.199
257,1,2.57,0,0.2135
257,2,2.57,0,0.0841
257,3,2.57,0,0.1924
257,4,2.57,0,0.0759
257,5,2.57,0,0.162
257,6,2.57,0,0.1199
257,7,2.57,0,0.0848
258,0,2.58,1,0.1574
258,1,2.58,0,0.18
258,2,2.58,0,0.0753
258,3,2.58,0,0.1745
258,4,2.58,0,0.2734
258,5,2.58,0,0.0087
258,6,2.58,0,0.2854
258,7,2.58,0,0.2372
259,0,2.59,0,0.006
259,1,2.59,1,0.1176
259,2,2.59,0,0.0873
259,3,2.59,1,0.2717
259,4,2.59,0,0.0793
259,5,2.59,0,0.0082
259,6,2.59,0,0.2624
259,7,2.59,0,0.126
260,0,2.6,0,0.0449
260,1,2.6,0,0.2102
260,2,2.6,0,0.1016
260,3,2.6,0,0.2403
260,4,2.6,0,0.2769
260,5,2.6,0,0.0317
260,6,2.6,0,0.044
260,7,2.6,0,0.196
261,0,2.61,0,0.0966
261,1,2.61,0,0.1087
261,2,2.61,0,0.013
261,3,2.61,0,0.2176
261,4,2.61,0,0.0504
261,5,2.61,0,0.2627
261,6,2.61,0,0.0304
261,7,2.61,0,0.1804
262,0,2.62,0,0.121
262,1,2.62,1,0.1273
262,2,2.62,0,0.2036
262,3,2.62,0,0.0226
262,4,2.62,0,0.2608
262,5,2.62,0,0.1783
262,6,2.62,0,0.1881
262,7,2.62,0,0.0207
263,0,2.63,0,0.144
263,1,2.63,0,0.1278
263,2,2.63,0,0.2494
263,3,2.63,0,0.0227
263,4,2.63,0,0.2579
263,5,2.63,0,0.2953
263,6,2.63,1,0.067
263,7,2.63,1,0.1319
264,0,2.64,0,0.0046
264,1,2.64,0,0.0278
264,2,2.64,0,0.1544
264,3,2.64,1,0.2283
264,4,2.64,1,0.1617
264,5,2.64,0,0.1063
264,6,2.64,0,0.2514
264,7,2.64,0,0.0181
265,0,2.65,1,0.2898
265,1,2.65,0,0.0234
265,2,2.65,0,0.0218
265,3,2.65,0,0.1714
265,4,2.65,0,0.0279
265,5,2.65,0,0.0647
265,6,2.65,0,0.2995
265,7,2.65,0,0.2934
266,0,2.66,0,0.2258
266,1,2.66,0,0.0055
266,2,2.66,0,0.1504
266,3,2.66,1,0.2758
266,4,2.66,0,0.1093
266,5,2.66,0,0.1275
266,6,2.66,0,0.0199
266,7,2.66,1,0.1692
267,0,2.67,0,0.1375
267,1,2.67,0,0.1289
267,2,2.67,0,0.1618
267,3,2.67,0,0.1109
267,4,2.67,0,0.0944
267,5,2.67,0,0.2473
267,6,2.67,0,0.0121
267,7,2.67,0,0.1719
268,0,2.68,1,0.2695
268,1,2.68,1,0.205
268,2,2.68,0,0.2274
268,3,2.68,0,0.2494
268,4,2.68,0,0.101
268,5,2.68,0,0.1679
268,6,2.68,0,0.2458
268,7,2.68,0,0.1772
269,0,2.69,0,0.0241
269,1,2.69,0,0.2726
269,2,2.69,1,0.1348
269,3,2.69,0,0.1838
269,4,2.69,0,0.2116
269,5,2.69,0,0.2013
269,6,2.69,0,0.1442
269,7,2.69,0,0.2367
270,0,2.7,0,0.2585
270,1,2.7,0,0.1913
270,2,2.7,1,0.1782
270,3,2.7,1,0.2479
270,4,2.7,0,0.1682
270,5,2.7,0,0.0527
270,6,2.7,0,0.1068
270,7,2.7,0,0.1916
271,0,2.71,0,0.0574
271,1,2.71,0,0.2197
271,2,2.71,0,0.1254
271,3,2.71,0,0.1263
271,4,2.71,0,0.0505
271,5,2.71,0,0.193
271,6,2.71,0,0.1906
271,7,2.71,0,0.1641
272,0,2.72,0,0.1442
272,1,2.72,1,0.2952
272,2,2.72,0,0.1029
272,3,2.72,0,0.1743
272,4,2.72,0,0.1058
272,5,2.72,0,0.0434
272,6,2.72,0,0.1693
272,7,2.72,0,0.196
273,0,2.73,0,0.2033
273,1,2.73,0,0.0909
273,2,2.73,0,0.1496
273,3,2.73,0,0.2582
273,4,2.73,0,0.1307
273,5,2.73,0,0.29
273,6,2.73,1,0.2543
273,7,2.73,0,0.2709
274,0,2.74,0,0.0527
274,1,2.74,0,0.2112
274,2,2.74,0,0.2904
274,3,2.74,0,0.0616
274,4,2.74,0,0.0479
274,5,2.74,0,0.0066
274,6,2.74,1,0.2268
274,7,2.74,0,0.1299
275,0,2.75,0,0.1285
275,1,2.75,0,0.1627
275,2,2.75,0,0.1001
275,3,2.75,0,0.214
275,4,2.75,0,0.2253
275,5,2.75,0,0.2648
275,6,2.75,0,0.2972
275,7,2.75,1,0.2457
276,0,2.76,0,0.1613
276,1,2.76,0,0.1705
276,2,2.76,1,0.0686
276,3,2.76,0,0.0785
276,4,2.76,0,0.1196
276,5,2.76,1,0.1901
276,6,2.76,0,0.2597
276,7,2.76,0,0.185
277,0,2.77,1,0.1954
277,1,2.77,1,0.2882
277,2,2.77,0,0.2492
277,3,2.77,0,0.1783
277,4,2.77,0,0.0728
277,5,2.77,0,0.2958
277,6,2.77,0,0.2434
277,7,2.77,0,0.2539
278,0,2.78,1,0.2511
278,1,2.78,0,0.0824
278,2,2.78,0,0.1036
278,3,2.78,0,0.2811
278,4,2.78,0,0.0255
278,5,2.78,1,0.2743
278,6,2.78,0,0.0046
278,7,2.78,0,0.0168
279,0,2.79,0,0.1896
279,1,2.79,0,0.0496
279,2,2.79,0,0.1619
279,3,2.79,0,0.247
279,4,2.79,0,0.2602
279,5,2.79,0,0.0033
279,6,2.79,0,0.1805
279,7,2.79,0,0.0201
280,0,2.8,0,0.2289
280,1,2.8,0,0.0501
280,2,2.8,0,0.2809
280,3,2.8,0,0.1124
280,4,2.8,0,0.2298
280,5,2.8,0,0.2257
280,6,2.8,0,0.2971
280,7,2.8,0,0.1367
281,0,2.81,0,0.1663
281,1,2.81,0,0.1768
281,2,2.81,0,0.1504
281,3,2.81,0,0.1702
281,4,2.81,1,0.2636
281,5,2.81,0,0.1434
281,6,2.81,0,0.0853
281,7,2.81,0,0.1046
282,0,2.82,0,0.0415
282,1,2.82,1,0.2959
282,2,2.82,0,0.0222
282,3,2.82,0,0.1477
282,4,2.82,0,0.0409
282,5,2.82,0,0.0952
282,6,2.82,0,0.0229
282,7,2.82,0,0.1917
283,0,2.83,0,0.0995
283,1,2.83,0,0.1171
283,2,2.83,0,0.0137
283,3,2.83,0,0.1416
283,4,2.83,0,0.0101
283,5,2.83,0,0.1435
283,6,2.83,0,0.0455
283,7,2.83,1,0.2924
284,0,2.84,0,0.1002
284,1,2.84,0,0.0556
284,2,2.84,0,0.1171
284,3,2.84,0,0.0398
284,4,2.84,0,0.0189
284,5,2.84,0,0.2391
284,6,2.84,0,0.0099
284,7,2.84,0,0.2535
285,0,2.85,0,0.0181
285,1,2.85,0,0.2851
285,2,2.85,0,0.1091
285,3,2.85,0,0.16
285,4,2.85,0,0.2643
285,5,2.85,0,0.0074
285,6,2.85,0,0.0356
285,7,2.85,0,0.2626
286,0,2.86,0,0.0384
286,1,2.86,0,0.0997
286,2,2.86,0,0.1483
286,3,2.86,0,0.0353
286,4,2.86,0,0.1489
286,5,2.86,1,0.0772
286,6,2.86,0,0.0866
286,7,2.86,0,0.1324
287,0,2.87,0,0.0651
287,1,2.87,0,0.1207
287,2,2.87,0,0.0353
287,3,2.87,0,0.194
287,4,2.87,0,0.1078
287,5,2.87,0,0.1975
287,6,2.87,0,0.2799
287,7,2.87,0,0.0308
288,0,2.88,0,0.0456
288,1,2.88,1,0.2146
288,2,2.88,0,0.2332
288,3,2.88,0,0.2193
288,4,2.88,0,0.0951
288,5,2.88,0,0.1178
288,6,2.88,0,0.111
288,7,2.88,0,0.2794
289,0,2.89,0,0.2661
289,1,2.89,0,0.1124
289,2,2.89,0,0.2509
289,3,2.89,0,0.2325
289,4,2.89,0,0.0587
289,5,2.89,0,0.213
289,6,2.89,0,0.2575
289,7,2.89,0,0.2307
290,0,2.9,0,0.2702
290,1,2.9,0,0.0888
290,2,2.9,0,0.1105
290,3,2.9,0,0.2061
290,4,2.9,1,0.2565
290,5,2.9,0,0.2407
290,6,2.9,0,0.0949
290,7,2.9,0,0.1085
291,0,2.91,0,0.0672
291,1,2.91,0,0.0227
291,2,2.91,0,0.0838
291,3,2.91,0,0.2036
291,4,2.91,0,0.0131
291,5,2.91,0,0.2978
291,6,2.91,0,0.0255
291,7,2.91,0,0.1573
292,0,2.92,0,0.0573
292,1,2.92,0,0.0897
292,2,2.92,0,0.2399
292,3,2.92,1,0.2256
292,4,2.92,0,0.2632
292,5,2.92,0,0.1626
292,6,2.92,0,0.0735
292,7,2.92,0,0.0238
293,0,2.93,0,0.0443
293,1,2.93,0,0.0068
293,2,2.93,0,0.1917
293,3,2.93,0,0.0773
293,4,2.93,0,0.2413
293,5,2.93,0,0.1134
293,6,2.93,1,0.1716
293,7,2.93,0,0.1579
294,0,2.94,0,0.1905
294,1,2.94,1,0.2513
294,2,2.94,0,0.0418
294,3,2.94,0,0.1295
294,4,2.94,0,0.1598
294,5,2.94,0,0.0965
294,6,2.94,0,0.0387
294,7,2.94,1,0.238
295,0,2.95,1,0.1981
295,1,2.95,0,0.0234
295,2,2.95,0,0.0596
295,3,2.95,0,0.0842
295,4,2.95,0,0.2821
295,5,2.95,0,0.0568
295,6,2.95,0,0.0345
295,7,2.95,0,0.0975
296,0,2.96,0,0.0118
296,1,2.96,0,0.1479
296,2,2.96,0,0.1163
296,3,2.96,0,0.2997
296,4,2.96,0,0.1283
296,5,2.96,0,0.2305
296,6,2.96,0,0.2973
296,7,2.96,0,0.1405
297,0,2.97,0,0.1261
297,1,2.97,0,0.1029
297,2,2.97,0,0.1848
297,3,2.97,0,0.0108
297,4,2.97,0,0.0085
297,5,2.97,0,0.2382
297,6,2.97,0,0.0887
297,7,2.97,0,0.0472
298,0,2.98,0,0.1438
298,1,2.98,0,0.1215
298,2,2.98,0,0.0663
298,3,2.98,0,0.1179
298,4,2.98,0,0.1391
298,5,2.98,0,0.2477
298,6,2.98,1,0.2128
298,7,2.98,0,0.0278
299,0,2.99,1,0.2323
299,1,2.99,0,0.2053
299,2,2.99,1,0.1638
299,3,2.99,0,0.0295
299,4,2.99,0,0.2076
299,5,2.99,0,0.1502
299,6,2.99,0,0.0203
299,7,2.99,0,0.2411
